UTC Date (yyyy-mm-dd),UTC Time (hh:mm:ss),Power Timestamp (msec),Latitude (WGS84 deg),Longitude (WGS84 deg),GPS Altitude (WGS84 ft),GPS Fix Status,GPS Ground Speed (kt),GPS Ground Track (deg true),GPS Velocity E (m/s),GPS Velocity N (m/s),GPS Velocity U (m/s),Magnetic Heading (deg),Pressure Altitude (ft),Baro Altitude (ft),Vertical Speed (fpm),Indicated Airspeed (kt),True Airspeed (kt),Pitch (deg),Roll (deg),Longitudinal Accel (G),Lateral Accel (G),Normal Accel (G),Roll Rate (deg/sec),Pitch Rate (deg/sec),Yaw Rate (deg/sec),Normalized AOA (0-1),Selected Heading (deg),Selected Altitude (ft),Baro Setting (inch Hg),Active Nav Source,Nav Identifier,Nav Frequency (MHz),Nav Distance (nm),Nav Bearing (deg),Nav Course (deg),Cross Track Distance (nm),Horizontal CDI Deflection,Horizontal CDI Full Scale (ft),Horizontal CDI Scale,Vertical CDI Deflection,Vertical CDI Full Scale (ft),AFCS State,AFCS Disengage,AFCS Status,AFCS Flags,FD Lateral Mode,FD Vertical Mode,FD Roll Command (deg),FD Pitch Command (deg),AP Roll Command (deg),AP Pitch Command (deg),AP VS Command (fpm),AP Airspeed Command (kt),Roll Steering (deg),Roll Servo Torque (%%),Pitch Servo Torque (%%),Yaw Servo Torque (%%),Magnetic Variation (deg),Outside Air Temp (deg C),Density Altitude (ft),Wind Speed (kt),Wind Direction (deg true),AHRS State, AHRS1 Flags, AHRS2 Flags, AHRS3 Flags,Transponder Code,Transponder Mode,CAS Alert,Terrain Alert,Engine Power (%),EGT 1 (deg F),EGT 2 (deg F),EGT 3 (deg F),EGT 4 (deg F),EGT 5 (deg F),EGT 6 (deg F),CHT 1 (deg F),CHT 2 (deg F),CHT 3 (deg F),CHT 4 (deg F),CHT 5 (deg F),CHT 6 (deg F),Oil Temp (deg F),Fuel L Qty (gal),Fuel R Qty (gal),Oil Press (PSI),RPM,Manifold Press (inch Hg),Volts (volts),Amps (amps),Fuel Flow (gal/hr),RPM2
1/31/2020,4:12:42,1549403,33.1698331,-117.5591701,6591,3DDiff,164.9,315,-60,59.8,0.1,305.5,6329,6493,-2,148.3,165.3,-0.76,-0.95,-0.028,0.006,-0.024,0.3,-1,-1.1,,296,6500,30.1,GPS1,ALBAS,,36.6,315,315,-0.031,-0.03,6076,TERM,,,ENGAGED,,YD ,0,GPS,ALT,-1,-0.7,-1.1,,40.4,,-1.1,10,6,-9,-11.6,10.9,7313,6.7,42,ADAHRS1:ATT_normal:HDG_normal,040017FF,0,0,255,ALT,,NONE,73,1315,1410,1415,1385,1340,1365,333,348,334,342,307,360,167,29,27,53,2490,23.4,14,2,15,
1/31/2020,4:12:42,1549603,33.1698331,-117.5591701,6591,3DDiff,164.9,315,-60,59.8,0.1,305.5,6329,6493,-2,148.3,165.3,-0.76,-0.95,-0.028,0.006,-0.024,0.3,-1,-1.1,,296,6500,30.1,GPS1,ALBAS,,36.6,315,315,-0.031,-0.03,6076,TERM,,,ENGAGED,,YD ,0,GPS,ALT,-1,-0.7,-1.1,,40.4,,-1.1,10,6,-9,-11.6,10.9,7313,6.7,42,ADAHRS1:ATT_normal:HDG_normal,020017FF,0,0,255,ALT,,NONE,73,1315,1410,1415,1385,1340,1365,333,348,334,342,307,360,167,29,27,53,2490,23.4,14,2,15,
1/31/2020,4:12:45,1549803,33.1698331,-117.5591701,6591,3DDiff,164.9,315,-60,59.8,0.1,305.8,6329,6493,-2,148.3,165.3,-0.76,-0.95,-0.028,0.006,-0.024,0.3,-1,-1.1,,296,6500,30.1,GPS1,ALBAS,,36.6,315,315,-0.031,-0.03,6076,TERM,,,ENGAGED,,YD ,0,GPS,ALT,-1,-0.7,-1.1,,30.3,,-1.1,10,6,-9,-11.6,10.9,7313,6.7,42,ADAHRS1:ATT_normal:HDG_normal,040017FF,0,0,255,ALT,,NONE,73,1315,1410,1415,1385,1340,1365,333,348,334,342,307,360,167,29,27,53,2490,23.4,14,2,15,
1/31/2020,4:12:45,1550003,33.1698331,-117.5591701,6591,3DDiff,164.9,315,-60,59.8,0.1,305.8,6329,6493,-2,148.3,165.3,-0.76,-1.2,-0.028,0.006,-0.024,0.3,-1,-1.1,,296,6500,30.1,GPS1,ALBAS,,36.6,315,315,-0.031,-0.03,6076,TERM,,,ENGAGED,,YD ,0,GPS,ALT,-1,-0.7,-1.1,,30.3,,-1.1,10,6,-9,-11.6,10.9,7313,6.7,42,ADAHRS1:ATT_normal:HDG_normal,040017FF,0,0,255,ALT,,NONE,73,1315,1410,1415,1385,1340,1365,333,348,334,342,307,360,167,29,27,53,2490,23.4,14,2,15,
1/31/2020,4:12:45,1550103,33.1698331,-117.5591701,6591,3DDiff,164.9,315,-60,59.8,0.1,305.8,6329,6493,-2,148.3,165.3,-0.76,-1.2,-0.028,0.006,-0.024,0.3,-1,-1.1,,296,6500,30.1,GPS1,ALBAS,,36.6,315,315,-0.031,-0.03,6076,TERM,,,ENGAGED,,YD ,0,GPS,ALT,-1,-0.7,-1.1,,30.3,,-1.1,10,6,-9,-12.5,10.9,7313,6.7,42,ADAHRS1:ATT_normal:HDG_normal,020017FF,0,0,255,ALT,,NONE,73,1315,1410,1415,1385,1340,1365,333,348,334,342,307,360,167,29,27,53,2490,23.4,14,2,15,
1/31/2020,4:12:45,1550203,33.1698331,-117.5591701,6591,3DDiff,164.9,315,-60,59.8,0.1,305.8,6329,6493,49,148.3,165.3,-0.76,-1.2,-0.028,0.006,-0.024,0.3,-1,-1.1,,296,6500,30.1,GPS1,ALBAS,,36.6,315,315,-0.031,-0.03,6076,TERM,,,ENGAGED,,YD ,0,GPS,ALT,-1,-0.7,-1.1,,30.3,,-1.1,10,6,-9,-12.5,10.9,7313,6.7,42,ADAHRS1:ATT_normal:HDG_normal,020017FF,0,0,255,ALT,,NONE,73,1315,1410,1415,1385,1340,1365,333,348,334,342,307,360,167,29,27,53,2490,23.4,14,2,15,
1/31/2020,4:12:45,1550403,33.1698331,-117.5591701,6591,3DDiff,164.9,315,-60,59.8,0.1,305.8,6329,6493,49,148.3,165.3,-0.76,-1.2,-0.028,0.006,-0.024,0.3,-1,-1.1,,296,6500,30.1,GPS1,ALBAS,,36.6,315,315,-0.031,-0.03,6076,TERM,,,ENGAGED,,YD ,0,GPS,ALT,-1,-0.7,-0.9,,30.3,,-0.9,10,6,-9,-12.5,10.9,7313,6.7,42,ADAHRS1:ATT_normal:HDG_normal,040017FF,0,0,255,ALT,,NONE,73,1315,1410,1415,1385,1340,1365,333,348,334,342,307,360,167,29,27,53,2490,23.4,14,2,15,
1/31/2020,4:12:45,1550603,33.1698331,-117.5591701,6591,3DDiff,164.9,315,-60,59.8,0.1,305.8,6329,6493,49,148.3,165.3,-0.76,-1.2,-0.028,0.006,-0.024,0.3,-1,-1.1,,296,6500,30.1,GPS1,ALBAS,,36.6,315,315,-0.031,-0.03,6132,ENR,,,ENGAGED,,YD ,0,GPS,ALT,-1,-0.7,-0.9,,19.4,,-0.9,10,6,-9,-12.5,10.9,7313,6.7,42,ADAHRS1:ATT_normal:HDG_normal,020017FF,0,0,255,ALT,,NONE,73,1315,1410,1415,1385,1340,1365,333,348,334,342,307,360,167,29,27,53,2490,23.4,14,2,15,
1/31/2020,4:12:45,1550803,33.1698331,-117.5601974,6591,3DDiff,164.9,315,-60,59.8,0.1,305.8,6329,6493,49,148.3,165.3,-0.76,-1.2,-0.028,0.006,-0.024,0.3,-1,-1.1,,296,6500,30.1,GPS1,ALBAS,,36.6,315,315,-0.031,-0.03,6186,ENR,,,ENGAGED,,YD ,0,GPS,ALT,-1,-0.7,-0.9,,19.4,,-0.9,10,6,-9,-12.5,10.9,7313,6.7,42,ADAHRS1:ATT_normal:HDG_normal,040017FF,0,0,255,ALT,,NONE,73,1315,1410,1415,1385,1340,1365,333,348,334,342,307,360,167,29,27,53,2490,23.4,14,2,15,
1/31/2020,4:12:45,1551003,33.1698331,-117.5601974,6596,3DDiff,164.9,315,-60,59.8,0.1,305.8,6329,6493,49,148.3,165.3,-0.76,-1.2,-0.028,0.006,-0.024,0.3,-1,-1.1,,296,6500,30.1,GPS1,ALBAS,,36.5,315,315,-0.031,-0.03,6242,ENR,,,ENGAGED,,YD ,0,GPS,ALT,-1,-0.7,-0.7,,19.4,,-0.7,10,6,-9,-12.5,10.9,7313,6.7,42,ADAHRS1:ATT_normal:HDG_normal,040017FF,0,0,255,ALT,,NONE,73,1315,1410,1415,1385,1340,1365,333,348,334,342,307,360,167,29,27,53,2490,23.4,14,2,15,
1/31/2020,4:12:45,1551203,33.1698331,-117.5601974,6596,3DDiff,164.9,315,-60,59.8,0.1,305.8,6329,6493,49,148.3,165.3,-0.76,-1.2,-0.028,0.006,-0.024,0.3,-1,-1.1,,296,6500,30.1,GPS1,ALBAS,,36.5,315,315,-0.031,-0.03,6299,ENR,,,ENGAGED,,YD ,0,GPS,ALT,-1,-0.7,-0.7,,19.4,,-0.7,10,6,-9,-12.3,10.9,7313,6.7,42,ADAHRS1:ATT_normal:HDG_normal,020017FF,0,0,255,ALT,,NONE,73,1315,1410,1415,1385,1340,1365,333,348,334,342,307,360,167,29,27,53,2490,23.4,14,2,15,
1/31/2020,4:12:45,1551403,33.1709102,-117.5601974,6596,3DDiff,164.9,315,-60,59.8,0.1,305.8,6329,6493,49,148.3,165.3,-0.76,-0.67,-0.028,0.006,-0.024,0.3,-1,-1.1,,296,6500,30.1,GPS1,ALBAS,,36.5,315,315,-0.031,-0.03,6355,ENR,,,ENGAGED,,YD ,0,GPS,ALT,-0.9,-0.8,-0.7,,19.4,,-0.7,10,6,-9,-12.3,10.9,7313,6.7,42,ADAHRS1:ATT_normal:HDG_normal,040017FF,0,0,255,ALT,,NONE,73,1315,1410,1415,1385,1340,1365,333,348,334,342,307,360,167,29,27,53,2490,23.4,14,2,15,
1/31/2020,4:12:45,1551503,33.1709102,-117.5601974,6596,3DDiff,164.9,315,-60,59.8,0.1,305.8,6329,6493,49,148.3,165.3,-0.76,-0.67,-0.028,0.006,-0.024,0.3,-1,-1.1,,296,6500,30.1,GPS1,ALBAS,,36.5,315,315,-0.031,-0.03,6408,ENR,,,ENGAGED,,YD ,0,GPS,ALT,-0.9,-0.8,-0.7,,19.4,,-0.7,10,6,-9,-12.3,10.9,7313,6.7,42,ADAHRS1:ATT_normal:HDG_normal,040017FF,0,0,255,ALT,,NONE,73,1315,1410,1415,1385,1340,1365,333,348,334,342,307,360,167,29,27,53,2490,23.4,14,2,15,
1/31/2020,4:12:45,1551603,33.1709102,-117.5601974,6596,3DDiff,164.9,315,-60,59.8,0.1,305.8,6329,6493,49,148.3,164.6,-0.76,-0.67,-0.028,0.006,-0.024,0.3,-1,-1.1,,296,6500,30.1,GPS1,ALBAS,,36.5,315,315,-0.031,-0.03,6408,ENR,,,ENGAGED,,YD ,0,GPS,ALT,-0.9,-0.8,-0.7,,19.4,,-0.7,10,6,-9,-12.3,10.9,7313,6.7,42,ADAHRS1:ATT_normal:HDG_normal,040017FF,0,0,255,ALT,,NONE,73,1315,1410,1415,1385,1340,1365,333,348,334,342,307,360,167,29,27,53,2490,23.4,14,2,15,
1/31/2020,4:12:45,1551803,33.1709102,-117.5601974,6596,3DDiff,164.9,315,-60,59.8,0.1,305.8,6329,6493,49,148.3,164.6,-0.76,-0.67,-0.028,0.006,-0.024,0.3,-1,-1.1,,296,6500,30.1,GPS1,ALBAS,,36.5,315,315,-0.031,-0.03,6465,ENR,,,ENGAGED,,YD ,0,GPS,ALT,-0.9,-0.8,-0.7,,19.4,,-0.7,10,6,-9,-12.3,10.9,7313,6.7,42,ADAHRS1:ATT_normal:HDG_normal,040017FF,0,0,255,ALT,,NONE,73,1315,1410,1415,1385,1340,1365,333,348,334,342,307,360,167,29,27,53,2490,23.4,14,2,15,
1/31/2020,4:12:45,1551953,33.1709102,-117.5601974,6596,3DDiff,164.9,315,-60,59.8,0.1,305.8,6329,6493,49,148.3,164.6,-0.76,-0.67,-0.028,0.006,-0.024,0.3,-1,-1.1,,296,6500,30.1,GPS1,ALBAS,,36.5,315,315,-0.031,-0.03,6521,ENR,,,ENGAGED,,YD ,0,GPS,ALT,-0.9,-0.8,-0.7,,19.4,,-0.7,10,6,-9,-12.3,10.9,7313,6.7,42,ADAHRS1:ATT_normal:HDG_normal,040017FF,0,0,255,ALT,,NONE,73,1315,1410,1415,1385,1340,1365,333,348,334,342,307,360,167,29,27,53,2490,23.3,14,2,15,
1/31/2020,4:12:45,1552003,33.1709102,-117.5601974,6596,3DDiff,164.9,315,-60,59.8,0.1,305.8,6329,6493,49,147.7,164.6,-0.76,-0.67,-0.028,0.006,-0.024,0.3,-1,-1.1,,296,6500,30.1,GPS1,ALBAS,,36.5,315,315,-0.031,-0.03,6521,ENR,,,ENGAGED,,YD ,0,GPS,ALT,-0.9,-0.8,-0.7,,19.4,,-0.7,10,6,-9,-12.3,10.9,7313,6.7,42,ADAHRS1:ATT_normal:HDG_normal,040017FF,0,0,255,ALT,,NONE,73,1315,1410,1415,1385,1340,1365,333,348,334,342,307,360,167,29,27,53,2490,23.3,14,2,15,
1/31/2020,4:12:45,1552203,33.1709102,-117.5601974,6596,3DDiff,164.3,315,-60,59.8,0.1,305.8,6329,6493,49,147.7,164.6,-0.76,-0.67,-0.028,0.006,-0.024,-0.9,0.4,0,,296,6500,30.1,GPS1,ALBAS,,36.5,315,315,-0.031,-0.03,6575,ENR,,,ENGAGED,,YD ,0,GPS,ALT,-0.8,-0.8,-0.7,,19.4,,-0.7,10,6,-9,-12.3,10.9,7313,6.7,42,ADAHRS1:ATT_normal:HDG_normal,040017FF,0,0,255,ALT,,NONE,73,1315,1410,1415,1385,1340,1365,333,348,334,342,307,360,167,29,27,53,2490,23.3,14,2,15,
1/31/2020,4:12:47,1552303,33.1709102,-117.5612219,6596,3DDiff,164.3,315,-60,59.8,0.1,305.8,6329,6493,49,147.7,164.6,-0.76,-0.67,-0.028,0.006,-0.024,-0.9,0.4,0,,296,6500,30.1,GPS1,ALBAS,,36.5,315,315,-0.031,-0.03,6631,ENR,,,ENGAGED,,YD ,0,GPS,ALT,-0.8,-0.8,-0.7,,19.4,,-0.7,10,6,-9,-12.3,10.9,7313,6.7,42,ADAHRS1:ATT_normal:HDG_normal,040017FF,0,0,255,ALT,,NONE,73,1315,1410,1415,1385,1340,1365,333,348,334,342,307,360,167,29,27,53,2490,23.3,14,2,15,
1/31/2020,4:12:47,1552403,33.1709102,-117.5612219,6596,3DDiff,164.3,315,-60,59.8,0.1,305.8,6333,6493,49,147.7,164.6,-0.76,-0.67,-0.028,0.006,-0.024,-0.9,0.4,0,,296,6500,30.1,GPS1,ALBAS,,36.5,315,315,-0.031,-0.03,6631,ENR,,,ENGAGED,,YD ,0,GPS,ALT,-0.8,-0.8,-0.7,,19.4,,-0.7,10,6,-9,-12.3,10.9,7313,6.7,42,ADAHRS1:ATT_normal:HDG_normal,040017FF,0,0,255,ALT,,NONE,73,1315,1410,1415,1385,1340,1365,333,348,334,342,307,360,167,29,27,53,2490,23.3,14,2,15,
1/31/2020,4:12:47,1552603,33.1709102,-117.5612219,6596,3DDiff,164.3,315,-60,59.8,0.1,305.8,6333,6493,49,147.7,164.6,-0.76,-0.67,-0.028,0.006,-0.024,-0.9,0.4,0,,296,6500,30.1,GPS1,ALBAS,,36.5,315,315,-0.031,-0.03,6687,ENR,,,ENGAGED,,YD ,0,GPS,ALT,-0.8,-0.8,-0.7,,19.4,,-0.7,10,6,-9,-12.3,10.9,7323,6.7,42,ADAHRS1:ATT_normal:HDG_normal,020017FF,0,0,255,ALT,,NONE,73,1315,1410,1415,1385,1340,1365,333,348,334,342,307,360,167,29,27,53,2490,23.3,14,2,15,
1/31/2020,4:12:47,1552703,33.1709102,-117.5612219,6596,3DDiff,164.3,315,-60,59.8,0.1,305.8,6333,6493,49,147.7,164.6,-0.76,-0.67,-0.028,0.006,-0.024,-0.9,0.4,0,,296,6500,30.1,GPS1,ALBAS,,36.5,315,315,-0.031,-0.03,6741,ENR,,,ENGAGED,,YD ,0,GPS,ALT,-0.8,-0.8,-0.7,,19.4,,-0.7,10,6,-9,-12.3,10.9,7323,6.7,42,ADAHRS1:ATT_normal:HDG_normal,040017FF,0,0,255,ALT,,NONE,73,1315,1410,1415,1385,1340,1365,333,348,334,342,307,360,167,29,27,53,2490,23.3,14,2,15,
1/31/2020,4:12:47,1552803,33.1709102,-117.5612219,6596,3DDiff,164.3,315,-60,59.8,0.1,305.8,6333,6493,49,147.7,164.6,-1.01,-0.67,-0.009,0.015,0.008,-0.9,0.4,0,,296,6500,30.1,GPS1,ALBAS,,36.5,315,315,-0.031,-0.03,6741,ENR,,,ENGAGED,,YD ,0,GPS,ALT,-0.8,-0.8,-0.7,,19.4,,-0.7,10,6,-9,-12.3,10.9,7323,6.7,42,ADAHRS1:ATT_normal:HDG_normal,040017FF,0,0,255,ALT,,NONE,73,1315,1410,1415,1385,1340,1365,333,348,334,342,307,360,167,29,27,53,2490,23.3,14,2,15,
1/31/2020,4:12:47,1553003,33.1709102,-117.5612219,6596,3DDiff,164.3,315,-60,59.8,0.1,305.8,6333,6493,49,147.7,164.6,-1.01,-0.67,-0.009,0.015,0.008,-0.9,0.4,0,,296,6500,30.1,GPS1,ALBAS,,36.5,315,315,-0.031,-0.03,6797,ENR,,,ENGAGED,,YD ,0,GPS,ALT,-0.8,-0.8,-0.7,,19.4,,-0.7,10,6,-9,-12.3,10.9,7323,6.7,42,ADAHRS1:ATT_normal:HDG_normal,040017FF,0,0,255,ALT,,NONE,73,1315,1410,1415,1385,1340,1365,333,348,334,342,307,360,167,29,27,53,2490,23.4,14,2,15,
1/31/2020,4:12:47,1553203,33.1709102,-117.5612219,6596,3DDiff,164.3,315,-60,59.8,0.1,305.8,6333,6493,49,147.7,164.6,-1.01,-0.67,-0.009,0.015,0.008,-0.9,0.4,0,,296,6500,30.1,GPS1,ALBAS,,36.5,315,315,-0.031,-0.03,6853,ENR,,,ENGAGED,,YD ,0,GPS,ALT,-0.8,-0.8,-0.7,,19.4,,-0.7,10,6,-9,-12.3,10.9,7323,6.7,42,ADAHRS1:ATT_normal:HDG_normal,020017FF,0,0,255,ALT,,NONE,73,1315,1410,1415,1385,1340,1365,333,348,334,342,307,360,167,29,27,53,2490,23.4,14,2,15,
1/31/2020,4:12:47,1553253,33.1719859,-117.5612219,6596,3DDiff,164.3,315,-60,59.8,0.1,305.8,6333,6493,49,147.7,164.6,-1.01,-0.67,-0.009,0.015,0.008,-0.9,0.4,0,,296,6500,30.1,GPS1,ALBAS,,36.5,315,315,-0.031,-0.03,6907,ENR,,,ENGAGED,,YD ,0,GPS,ALT,-0.8,-0.8,-0.7,,19.4,,-0.7,10,6,-9,-12.3,10.9,7323,6.7,42,ADAHRS1:ATT_normal:HDG_normal,040017FF,0,0,255,ALT,,NONE,73,1315,1410,1415,1385,1340,1370,333,348,334,342,307,360,167,29,27,53,2490,23.4,14,2,15,
1/31/2020,4:12:47,1553403,33.1719859,-117.5612219,6596,3DDiff,164.3,315,-60,59.8,0.1,305.8,6333,6498,49,147.7,164.6,-1.01,-0.67,-0.009,0.015,0.008,-0.9,0.4,0,,296,6500,30.1,GPS1,ALBAS,,36.5,315,315,-0.031,-0.03,6907,ENR,,,ENGAGED,,YD ,0,GPS,ALT,-0.8,-0.8,-0.7,,19.4,,-0.7,10,6,-9,-12.3,10.9,7323,6.7,42,ADAHRS1:ATT_normal:HDG_normal,040017FF,0,0,255,ALT,,NONE,73,1315,1410,1415,1385,1340,1370,333,348,334,342,307,360,167,29,27,53,2490,23.4,14,2,15,
1/31/2020,4:12:47,1553603,33.1719859,-117.5612219,6596,3DDiff,164.3,315,-60,59.8,0.1,305.8,6333,6498,49,147.7,164.6,-1.01,-0.67,-0.009,0.015,0.008,-0.9,0.4,0,,296,6500,30.1,GPS1,ALBAS,,36.5,315,315,-0.031,-0.03,6963,ENR,,,ENGAGED,,YD ,0,GPS,ALT,-0.8,-0.8,-0.7,,19.4,,-0.7,16,6,-9,-11.6,10.9,7323,6.7,42,ADAHRS1:ATT_normal:HDG_normal,040017FF,0,0,255,ALT,,NONE,73,1315,1410,1415,1385,1340,1370,333,348,334,342,307,360,167,29,27,53,2490,23.4,14,2,15,
1/31/2020,4:12:47,1553803,33.1719859,-117.5612219,6596,3DDiff,164.3,315,-60,59.8,0.1,305.8,6333,6498,49,147.7,164.6,-1.01,-0.67,-0.009,0.015,0.008,-0.9,0.4,0,,296,6500,30.1,GPS1,ALBAS,,36.4,315,315,-0.031,-0.03,7020,ENR,,,ENGAGED,,YD ,0,GPS,ALT,-0.8,-0.9,-0.7,,19.4,,-0.7,16,6,-9,-11.6,11,7323,6.7,42,ADAHRS1:ATT_normal:HDG_normal,020017FF,0,0,255,ALT,,NONE,73,1315,1410,1415,1385,1340,1370,333,348,334,342,307,360,167,29,27,53,2490,23.4,14,2,15,
1/31/2020,4:12:47,1554003,33.1719859,-117.5622459,6596,3DDiff,164.3,315,-60,59.8,0.1,305.8,6333,6498,49,147.7,164.6,-1.01,-0.67,-0.009,0.015,0.008,-0.9,0.4,0,,296,6500,30.1,GPS1,ALBAS,,36.4,315,315,-0.031,-0.03,7076,ENR,,,ENGAGED,,YD ,0,GPS,ALT,-0.8,-0.9,-0.7,,19.4,,-0.7,16,6,-9,-11.6,11,7323,6.7,42,ADAHRS1:ATT_normal:HDG_normal,040017FF,0,0,255,ALT,,NONE,73,1315,1410,1415,1385,1340,1370,333,348,334,342,307,360,167,29,27,53,2490,23.5,14,2,15,
1/31/2020,4:12:47,1554203,33.1719859,-117.5622459,6596,3DDiff,164.3,315,-60,59.8,0.1,305.8,6333,6498,49,147.7,164.6,-1.01,-0.67,-0.009,0.015,0.008,-0.9,0.4,0,,296,6500,30.1,GPS1,ALBAS,,36.4,315,315,-0.031,-0.03,7129,ENR,,,ENGAGED,,YD ,0,GPS,ALT,-0.8,-0.9,-0.7,,19.4,,-0.7,16,6,-9,-11.6,11,7323,6.7,42,ADAHRS1:ATT_normal:HDG_normal,040017FF,0,0,255,ALT,,NONE,73,1315,1410,1415,1385,1340,1370,333,348,334,342,307,360,167,29,27,53,2490,23.5,14,2,15,
1/31/2020,4:12:49,1554403,33.1719859,-117.5622459,6596,3DDiff,164.3,315,-60,59.8,0.1,305.8,6333,6498,49,147.7,164.6,-1.01,-0.67,-0.009,0.015,0.008,-0.9,0.4,0,,296,6500,30.1,GPS1,ALBAS,,36.4,315,315,-0.031,-0.03,7186,ENR,,,ENGAGED,,YD ,0,GPS,ALT,-0.8,-0.9,-0.7,,19.4,,-0.7,16,6,-9,-11.6,11,7323,6.7,42,ADAHRS1:ATT_normal:HDG_normal,020017FF,0,0,255,ALT,,NONE,73,1315,1410,1415,1385,1340,1370,333,348,334,342,307,360,167,29,27,53,2490,23.5,14,2,15,
1/31/2020,4:12:49,1554603,33.1719859,-117.5622459,6596,3DDiff,164.3,315,-59.7,59.8,0.1,305.8,6333,6498,49,147.7,164.6,-1.01,-0.67,-0.009,0.015,0.008,-0.9,0.4,0,,296,6500,30.1,GPS1,ALBAS,,36.4,315,315,-0.031,-0.03,7242,ENR,,,ENGAGED,,YD ,0,GPS,ALT,-0.8,-0.9,-0.7,,19.4,,-0.7,16,6,-9,-12.2,11,7323,6.7,42,ADAHRS1:ATT_normal:HDG_normal,040017FF,0,0,255,ALT,,NONE,73,1315,1410,1415,1385,1340,1370,333,348,334,342,307,360,167,29,27,53,2490,23.5,14,2,14.9,
1/31/2020,4:12:49,1554803,33.1719859,-117.5622459,6596,3DDiff,164.3,315,-59.7,59.8,0.1,305.8,6333,6498,49,147.7,164.6,-1.01,-0.67,-0.009,0.015,0.008,-0.9,0.4,0,,296,6500,30.1,GPS1,ALBAS,,36.4,315,315,-0.031,-0.03,7295,ENR,,,ENGAGED,,YD ,0,GPS,ALT,-0.8,-0.9,-0.7,,19.4,,-0.7,16,6,-9,-12.2,11,7323,6.7,42,ADAHRS1:ATT_normal:HDG_normal,020017FF,0,0,255,ALT,,NONE,73,1315,1410,1415,1385,1340,1370,333,348,334,342,307,360,167,29,27,53,2490,23.5,14,2,14.9,
1/31/2020,4:12:49,1555003,33.1719859,-117.5622459,6596,3DDiff,164.3,315,-59.7,59.8,0.1,305.8,6333,6498,49,147.7,164.6,-1.01,-0.67,-0.009,0.015,0.008,-0.9,0.4,0,,296,6500,30.1,GPS1,ALBAS,,36.4,315,315,-0.031,-0.03,7352,ENR,,,ENGAGED,,YD ,0,GPS,ALT,-0.8,-0.9,-0.7,,19.4,,-0.7,16,6,-9,-12.2,11,7323,6.7,42,ADAHRS1:ATT_normal:HDG_normal,040017FF,0,0,255,ALT,,NONE,73,1315,1410,1415,1385,1340,1370,333,348,334,342,307,360,167,29,27,53,2490,23.5,14,2,14.9,